JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Audit Associate,Finance and Business,£27000,Nottingham,"['Budgeting', 'Business Strategy', 'Financial Modeling']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Biomedical Scientist,Engineering and Science,£28000,Liverpool,"['CAD Software', 'Lab Techniques', 'Prototyping']",Conduct research and analyse biological samples to support medical and clinical studies.
Systems Analyst,Technology and Data,£26000,Sheffield,"['APIs', 'Python Programming', 'SQL']",Evaluate and improve computer systems to enhance efficiency.
Teacher,Administrative,£21000,Birmingham,"['Organisational Skills', 'Employee Relations', 'Performance Appraisal Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Teacher,Administrative,£30000,Cambridge,"['Onboarding', 'Leadership', 'HR Information Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Operations Manager,Finance and Business,£31000,Liverpool,"['Financial Reporting', 'Analytical Skills', 'Budgeting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Legal Assistant,Administrative,£34000,Manchester,"['Office Management', 'Compliance Management', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
Engineering Graduate,Engineering and Science,£34000,Newcastle,"['Problem Solving', 'Product Development', 'Regulatory Compliance']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Research Scientist,Engineering and Science,£22000,Cambridge,"['Regulatory Compliance', 'Product Development', 'Data Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Content Writer,Marketing and Creative,£26000,Cambridge,"['Campaign Management', 'Content Creation', 'SEO Optimisation']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Social Media Manager,Marketing and Creative,£30000,Bristol,"['Campaign Management', 'Brand Strategy', 'Google Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
IT Support Specialist,Technology and Data,£25000,Bristol,"['ETL', 'Version Control', 'SQL']",You will have to provide technical support and troubleshooting for hardware and software issues.
IT Support Specialist,Technology and Data,£32000,Leeds,"['Big Data Technologies', 'Docker', 'Problem Solving']",You will have to provide technical support and troubleshooting for hardware and software issues.
Social Media Manager,Marketing and Creative,£23000,Birmingham,"['PPC Advertising', 'Campaign Management', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Insurance Underwriter,Administrative,£23000,Birmingham,"['Onboarding', 'Communication', 'Conflict Resolution']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Human Resources Assistant,Administrative,£29000,Cambridge,"['Office Management', 'Performance Appraisal Systems', 'Training and Development']","Support HR functions including recruitment, employee relations, and record-keeping."
Social Media Manager,Marketing and Creative,£28000,Bristol,"['Brand Strategy', 'User Research', 'Market Research']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Electrical Engineer,Engineering and Science,£33000,Leeds,"['Statistical Analysis', 'Data Analysis', 'Project Management Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Data Scientist,Technology and Data,£34000,Birmingham,"['ETL', 'JavaScript', 'Data Warehousing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Research Scientist,Engineering and Science,£32000,Newcastle,"['Lab Techniques', 'Statistical Analysis', 'Product Development']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Business Development Executive,Finance and Business,£22000,Newcastle,"['Budgeting', 'Bookkeeping', 'Business Strategy']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Sales Executive,Marketing and Creative,£25000,Cambridge,"['Social Media Marketing', 'User Research', 'Google Analytics']",Must be able to develop and execute sales strategies to meet business objectives.
Public Relations Officer,Marketing and Creative,£27000,London,"['Market Research', 'Adobe Creative Suite', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Civil Engineer,Engineering and Science,£26000,Nottingham,"['Research Methodology', 'Product Development', 'Project Management Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Recruitment Consultant,Administrative,£28000,Cambridge,"['Employee Relations', 'HR Information Systems', 'Performance Appraisal Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Digital Marketing Specialist,Marketing and Creative,£20000,London,"['Digital Marketing', 'Brand Strategy', 'Market Research']","Implement digital marketing strategies, including SEO, PPC, and social media."
Financial Analyst,Finance and Business,£23000,Sheffield,"['Excel', 'Business Strategy', 'Project Management']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Customer Service Manager,Administrative,£25000,Leeds,"['Leadership', 'Talent Acquisition', 'Onboarding']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
