JobTitle,JobCategory,Salary,Location,SkillsRequired,StartDate,JobSummary
Event Coordinator,Marketing and Creative,£30000,Sheffield,"['Market Research', 'Graphic Design', 'SEO Optimisation']",2025-01-16,"Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Financial Analyst,Finance and Business,£25000,London,"['Financial Analysis', 'Market Research', 'Financial Reporting']",2024-10-15,"Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£22000,Liverpool,"['Email Marketing', 'Google Analytics', 'Adobe Creative Suite']",2025-03-25,"Design and develop new products, from concept to production. You will work on product specifications and testing."
Risk Analyst,Finance and Business,£27000,Sheffield,"['Project Management', 'Financial Forecasting', 'Excel']",2024-09-15,You must be able to identify and assess potential risks to the organisation.
Health and Safety Advisor,Engineering and Science,£31000,Bristol,"['Mechanical Design', 'Simulation Software', 'Lab Techniques']",2025-02-04,Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Product Designer,Marketing and Creative,£29000,Sheffield,"['Social Media Marketing', 'Email Marketing', 'Analytics']",2024-12-16,"Design and develop new products, from concept to production. You will work on product specifications and testing."
Nurse,Administrative,£22000,Nottingham,"['Conflict Resolution', 'Office Management', 'Leadership']",2025-03-10,"Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Social Media Manager,Marketing and Creative,£26000,Manchester,"['Social Media Marketing', 'Campaign Management', 'Email Marketing']",2025-03-13,"Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Data Scientist,Technology and Data,£32000,Nottingham,"['ETL', 'SQL', 'Data Analysis']",2025-02-16,Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Teacher,Administrative,£29000,Nottingham,"['Payroll Management', 'Compliance Management', 'Talent Acquisition']",2025-04-29,"Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
IT Support Specialist,Technology and Data,£20000,Bristol,"['Data Visualisation', 'APIs', 'SQL']",2025-03-22,You will have to provide technical support and troubleshooting for hardware and software issues.
Social Media Manager,Marketing and Creative,£24000,Nottingham,"['Email Marketing', 'Market Research', 'User Research']",2025-03-20,"Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Social Media Manager,Marketing and Creative,£21000,Liverpool,"['Market Research', 'SEO Optimisation', 'Content Creation']",2025-01-25,"Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Civil Engineer,Engineering and Science,£31000,Leeds,"['CAD Software', 'Project Management Software', 'Prototyping']",2025-08-20,"Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Technical Support Engineer,Technology and Data,£25000,Sheffield,"['APIs', 'Machine Learning', 'Python Programming']",2025-01-05,"You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Technical Support Engineer,Technology and Data,£26000,Nottingham,"['APIs', 'Problem Solving', 'Python Programming']",2025-05-01,"You should be able to diagnose and resolve technical issues, providing support to clients and customers."
IT Support Specialist,Technology and Data,£26000,Liverpool,"['Machine Learning', 'SQL', 'APIs']",2025-08-04,You will have to provide technical support and troubleshooting for hardware and software issues.
Data Scientist,Technology and Data,£28000,Sheffield,"['Cloud Computing', 'Machine Learning', 'Big Data Technologies']",2025-08-18,Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Research Scientist,Engineering and Science,£29000,Birmingham,"['Regulatory Compliance', 'Simulation Software', 'Project Management Software']",2025-02-13,Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Financial Analyst,Finance and Business,£31000,Newcastle,"['Project Management', 'Financial Modeling', 'Financial Reporting']",2024-12-17,"Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Mechanical Engineer,Engineering and Science,£34000,Leeds,"['Product Development', 'Project Management Software', 'Research Methodology']",2024-11-13,"Design machinery and equipment, and troubleshoot engineering issues."
Digital Marketing Specialist,Marketing and Creative,£21000,Sheffield,"['Brand Strategy', 'Email Marketing', 'Google Analytics']",2025-04-20,"Implement digital marketing strategies, including SEO, PPC, and social media."
Logistics Coordinator,Administrative,£34000,Cambridge,"['Employee Relations', 'Client Management', 'Compliance Management']",2025-04-14,Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Sales Executive,Marketing and Creative,£32000,Leeds,"['Content Creation', 'Adobe Creative Suite', 'Brand Strategy']",2025-01-17,Must be able to develop and execute sales strategies to meet business objectives.
Content Writer,Marketing and Creative,£26000,Manchester,"['Graphic Design', 'User Research', 'PPC Advertising']",2025-05-20,"Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Legal Assistant,Administrative,£30000,Nottingham,"['Recruitment', 'Office Management', 'HR Information Systems']",2024-11-21,Provide administrative support to legal teams and assist with legal research and document preparation
Recruitment Consultant,Administrative,£23000,Manchester,"['Office Management', 'Onboarding', 'Employee Relations']",2024-10-07,"Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Research Scientist,Engineering and Science,£32000,Birmingham,"['Technical Writing', 'Product Development', 'Mechanical Design']",2025-02-27,Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Data Analyst,Technology and Data,£24000,Liverpool,"['Problem Solving', 'Data Analysis', 'Big Data Technologies']",2024-11-27,"Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Marketing Executive,Marketing and Creative,£33000,Leeds,"['Graphic Design', 'User Research', 'Email Marketing']",2024-12-24,"Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Product Designer,Marketing and Creative,£28000,London,"['Social Media Marketing', 'Graphic Design', 'Campaign Management']",2025-02-01,"Design and develop new products, from concept to production. You will work on product specifications and testing."
Quantity Surveyor,Engineering and Science,£33000,Cambridge,"['Mechanical Design', 'Simulation Software', 'Statistical Analysis']",2025-07-23,"Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
