JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Business Development Executive,Finance and Business,£22000,London,"['Financial Reporting', 'Bookkeeping', 'Financial Analysis']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Supply Chain Analyst,Finance and Business,£29000,Birmingham,"['Regulatory Compliance', 'Risk Assessment', 'Project Management']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Civil Engineer,Engineering and Science,£35000,Cambridge,"['Engineering Design', 'Mechanical Design', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Corporate Finance Analyst,Finance and Business,£30000,Sheffield,"['Quantitative Analysis', 'Budgeting', 'Excel']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Operations Manager,Finance and Business,£32000,Cambridge,"['Financial Reporting', 'Budgeting', 'Financial Modeling']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Business Development Executive,Finance and Business,£31000,Cambridge,"['Market Research', 'Bookkeeping', 'Excel']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Management Consultant,Administrative,£32000,Birmingham,"['Conflict Resolution', 'Communication', 'HR Information Systems']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Software Developer,Technology and Data,£32000,Cambridge,"['Machine Learning', 'Problem Solving', 'Data Analysis']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Civil Engineer,Engineering and Science,£33000,London,"['Finite Element Analysis', 'Engineering Design', 'Lab Techniques']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Event Coordinator,Marketing and Creative,£29000,Cambridge,"['Content Creation', 'Campaign Management', 'Graphic Design']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Engineering Graduate,Engineering and Science,£34000,Sheffield,"['Simulation Software', 'Finite Element Analysis', 'Technical Writing']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Recruitment Consultant,Administrative,£22000,Newcastle,"['Employee Relations', 'Office Management', 'Recruitment']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Business Development Executive,Finance and Business,£30000,Manchester,"['Regulatory Compliance', 'Financial Forecasting', 'Financial Modeling']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Logistics Coordinator,Administrative,£29000,Birmingham,"['Employee Relations', 'Performance Appraisal Systems', 'Client Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Investment Banking Analyst,Finance and Business,£25000,London,"['Excel', 'Business Strategy', 'Analytical Skills']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Data Analyst,Technology and Data,£22000,Birmingham,"['Django', 'JavaScript', 'ETL']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Operations Manager,Finance and Business,£24000,Sheffield,"['Financial Reporting', 'Excel', 'Bookkeeping']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Pharmaceutical Sales Representative,Engineering and Science,£26000,Nottingham,"['Product Development', 'Engineering Design', 'Mechanical Design']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
UI Designer,Technology and Data,£23000,Sheffield,"['Django', 'Problem Solving', 'Big Data Technologies']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Recruitment Consultant,Administrative,£32000,Bristol,"['HR Information Systems', 'Onboarding', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Public Relations Officer,Marketing and Creative,£22000,London,"['Campaign Management', 'Content Management Systems', 'Graphic Design']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Biomedical Scientist,Engineering and Science,£27000,Birmingham,"['Simulation Software', 'Research Methodology', 'Product Development']",Conduct research and analyse biological samples to support medical and clinical studies.
Engineering Graduate,Engineering and Science,£28000,Bristol,"['Finite Element Analysis', 'Technical Writing', 'Simulation Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Investment Banking Analyst,Finance and Business,£25000,Bristol,"['Budgeting', 'Project Management', 'Financial Modeling']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Nurse,Administrative,£26000,Leeds,"['Organisational Skills', 'Communication', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Legal Assistant,Administrative,£29000,Newcastle,"['Recruitment', 'Conflict Resolution', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
